5,1,3,0.2,1,0.2,23.17,0.327954,0,1111.863674,7.866598
5,1,3,0.2,1,0.5,23.17,0.327954,0,1111.863674,7.866598
5,1,3,0.2,1,1,23.17,0.327954,0,1111.863674,7.866598
5,1,3,0.2,3,0.2,22.5,0.327954,0,1111.863674,8.100952
5,1,3,0.2,3,0.5,22.5,0.327954,0,1111.863674,8.100952
5,1,3,0.2,3,1,22.5,0.327954,0,1111.863674,8.100952
5,1,3,0.2,5,0.2,21.83,0.327954,0,1111.863674,8.349698
5,1,3,0.2,5,0.5,21.83,0.327954,0,1111.863674,8.349698
5,1,3,0.2,5,1,21.83,0.327954,0,1111.863674,8.349698
5,1,3,0.5,1,0.2,23.39,0.356273,0,453.712463,3.22294
5,1,3,0.5,1,0.5,23.39,0.356273,0,453.712463,3.22294
5,1,3,0.5,1,1,23.39,0.356273,0,453.712463,3.22294
5,1,3,0.5,3,0.2,22.73,0.356273,0,453.712463,3.316551
5,1,3,0.5,3,0.5,22.73,0.356273,0,453.712463,3.316551
5,1,3,0.5,3,1,22.73,0.356273,0,453.712463,3.316551
5,1,3,0.5,5,0.2,22.06,0.356273,0,453.712463,3.417277
5,1,3,0.5,5,0.5,22.06,0.356273,0,453.712463,3.417277
5,1,3,0.5,5,1,22.06,0.356273,0,453.712463,3.417277
5,1,3,1,1,0.2,-1,-1,-1,-1,-1
5,1,3,1,1,0.5,-1,-1,-1,-1,-1
5,1,3,1,1,1,-1,-1,-1,-1,-1
5,1,3,1,3,0.2,-1,-1,-1,-1,-1
5,1,3,1,3,0.5,-1,-1,-1,-1,-1
5,1,3,1,3,1,-1,-1,-1,-1,-1
5,1,3,1,5,0.2,-1,-1,-1,-1,-1
5,1,3,1,5,0.5,-1,-1,-1,-1,-1
5,1,3,1,5,1,-1,-1,-1,-1,-1
5,1,3,5,1,0.2,-1,-1,-1,-1,-1
5,1,3,5,1,0.5,-1,-1,-1,-1,-1
5,1,3,5,1,1,-1,-1,-1,-1,-1
5,1,3,5,3,0.2,-1,-1,-1,-1,-1
5,1,3,5,3,0.5,-1,-1,-1,-1,-1
5,1,3,5,3,1,-1,-1,-1,-1,-1
5,1,3,5,5,0.2,-1,-1,-1,-1,-1
5,1,3,5,5,0.5,-1,-1,-1,-1,-1
5,1,3,5,5,1,-1,-1,-1,-1,-1
5,1,5,0.2,1,0.2,14.11,0.301843,0,1854.227493,21.06595
5,1,5,0.2,1,0.5,14.11,0.301843,0,1854.227493,21.06595
5,1,5,0.2,1,1,14.11,0.301843,0,1854.227493,21.06595
5,1,5,0.2,3,0.2,13.71,0.301843,0,1854.227493,21.68101
5,1,5,0.2,3,0.5,13.71,0.301843,0,1854.227493,21.68101
5,1,5,0.2,3,1,13.71,0.301843,0,1854.227493,21.68101
5,1,5,0.2,5,0.2,13.31,0.301843,0,1854.227493,22.333045
5,1,5,0.2,5,0.5,13.31,0.301843,0,1854.227493,22.333045
5,1,5,0.2,5,1,13.31,0.301843,0,1854.227493,22.333045
5,1,5,0.5,1,0.2,14.31,0.451386,0,756.633418,8.939588
5,1,5,0.5,1,0.5,14.31,0.451386,0,756.633418,8.939588
5,1,5,0.5,1,1,14.31,0.451386,0,756.633418,8.939588
5,1,5,0.5,3,0.2,13.91,0.451386,0,756.633418,9.19624
5,1,5,0.5,3,0.5,13.91,0.451386,0,756.633418,9.19624
5,1,5,0.5,3,1,13.91,0.451386,0,756.633418,9.19624
5,1,5,0.5,5,0.2,13.51,0.451386,0,756.633418,9.467332
5,1,5,0.5,5,0.5,13.51,0.451386,0,756.633418,9.467332
5,1,5,0.5,5,1,13.51,0.451386,0,756.633418,9.467332
5,1,5,1,1,0.2,-1,-1,-1,-1,-1
5,1,5,1,1,0.5,-1,-1,-1,-1,-1
5,1,5,1,1,1,-1,-1,-1,-1,-1
5,1,5,1,3,0.2,-1,-1,-1,-1,-1
5,1,5,1,3,0.5,-1,-1,-1,-1,-1
5,1,5,1,3,1,-1,-1,-1,-1,-1
5,1,5,1,5,0.2,-1,-1,-1,-1,-1
5,1,5,1,5,0.5,-1,-1,-1,-1,-1
5,1,5,1,5,1,-1,-1,-1,-1,-1
5,1,5,5,1,0.2,-1,-1,-1,-1,-1
5,1,5,5,1,0.5,-1,-1,-1,-1,-1
5,1,5,5,1,1,-1,-1,-1,-1,-1
5,1,5,5,3,0.2,-1,-1,-1,-1,-1
5,1,5,5,3,0.5,-1,-1,-1,-1,-1
5,1,5,5,3,1,-1,-1,-1,-1,-1
5,1,5,5,5,0.2,-1,-1,-1,-1,-1
5,1,5,5,5,0.5,-1,-1,-1,-1,-1
5,1,5,5,5,1,-1,-1,-1,-1,-1
5,1,7,0.2,1,0.2,10.02,0.352732,0,2595.918484,37.373326
5,1,7,0.2,1,0.5,10.02,0.352732,0,2595.918484,37.373326
5,1,7,0.2,1,1,10.02,0.352732,0,2595.918484,37.373326
5,1,7,0.2,3,0.2,9.74,0.352732,0,2595.918484,38.448722
5,1,7,0.2,3,0.5,9.74,0.352732,0,2595.918484,38.448722
5,1,7,0.2,3,1,9.74,0.352732,0,2595.918484,38.448722
5,1,7,0.2,5,0.2,9.45,0.352732,0,2595.918484,39.629433
5,1,7,0.2,5,0.5,9.45,0.352732,0,2595.918484,39.629433
5,1,7,0.2,5,1,9.45,0.352732,0,2595.918484,39.629433
5,1,7,0.5,1,0.2,-1,-1,-1,-1,-1
5,1,7,0.5,1,0.5,-1,-1,-1,-1,-1
5,1,7,0.5,1,1,-1,-1,-1,-1,-1
5,1,7,0.5,3,0.2,-1,-1,-1,-1,-1
5,1,7,0.5,3,0.5,-1,-1,-1,-1,-1
5,1,7,0.5,3,1,-1,-1,-1,-1,-1
5,1,7,0.5,5,0.2,-1,-1,-1,-1,-1
5,1,7,0.5,5,0.5,-1,-1,-1,-1,-1
5,1,7,0.5,5,1,-1,-1,-1,-1,-1
5,1,7,1,1,0.2,-1,-1,-1,-1,-1
5,1,7,1,1,0.5,-1,-1,-1,-1,-1
5,1,7,1,1,1,-1,-1,-1,-1,-1
5,1,7,1,3,0.2,-1,-1,-1,-1,-1
5,1,7,1,3,0.5,-1,-1,-1,-1,-1
