0.0012,0.0000,0.0000,0.0000,0.0008,0.5960
0.0000,0.0000,0.0000,0.0000,0.6019,0.2108
0.2832,0.0000,0.0000,0.0000,0.2580,0.0016
0.0000,0.0000,0.0000,0.0000,0.5565,0.7123
0.0007,0.0000,0.0000,0.0000,0.7365,0.7845
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.2647,0.0000
0.0000,0.0000,0.0000,0.0000,0.1641,0.9694
0.0000,0.0000,0.0699,0.0000,0.0589,0.6233
0.0000,0.0000,0.0000,0.0000,0.6260,0.7576
0.0000,0.0000,0.0000,0.0000,0.8239,0.0001
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.5415
0.8945,0.0000,0.0000,0.0000,0.6778,0.5886
0.0000,0.0000,0.4172,0.1137,0.0429,0.0195
0.1276,0.0000,0.0000,0.0000,0.9007,0.3994
0.0012,0.0000,0.0000,0.0000,0.8878,0.1207
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0109,0.5737
0.0000,0.0000,0.0000,0.0000,0.5722,0.9075
0.0002,0.0000,0.0000,0.0020,0.4945,0.0000
0.0000,0.0000,0.0000,0.0000,0.9128,0.8142
0.0000,0.0000,0.0000,0.0000,0.8438,0.0321
